   missn_time ,   Vind_kias ,   Vind_keas ,   Vtrue_ktas ,   Vtrue_ktgs ,   Machratio ,   VVI_fpm ,   Gloadnorml ,   Gloadaxial ,   Gload_side ,   pitch_deg ,   roll_deg ,   hding_true ,   hding_mag ,   alpha_deg ,   beta_deg ,   hpath_deg ,   vpath_deg ,   slip_deg ,   altftmsl ,   altftagl ,   onrunwy ,   dist__ft ,   N1_1_pcnt ,   Ngear__lb ,   MLgear__lb ,   MRgear__lb ,   L/Dratio ,   cltotal ,   cdtotal,
39.49673,74.06952,77.30654,75.18492,62.51776,0.11731,1235.10645,1.08044,0.33032,0.08707,16.42898,7.47917,129.76071,106.01852,8.31451,3.22915,137.65913,11.35978,1.66421,342.57925,315.18472,1,1876.6499,93.74113,0,0,0,6.033,1.65196,0.27382, 
39.57941,74.15728,77.34682,75.22571,62.63381,0.11737,1234.25806,1.06675,0.3251,0.0903,16.09696,6.79299,129.59865,105.85643,7.90296,3.52271,137.98416,11.48919,1.72639,344.27243,316.86066,1,1885.38477,93.74085,0,0,0,6.10446,1.63081,0.26715, 
39.68072,74.38036,77.4303,75.30903,62.77525,0.1175,1234.90564,1.02515,0.31159,0.09245,15.59195,5.8428,129.32983,105.58757,6.98309,3.7523,138.35164,11.59618,1.80761,346.37253,318.96613,1,1896.10925,93.74097,0,0,0,6.19748,1.56655,0.25277, 
39.75647,74.57152,77.53053,75.4081,62.87637,0.11766,1236.08423,0.9813,0.29896,0.09265,15.15887,5.05042,129.08475,105.34248,6.09652,3.82772,138.5985,11.61768,1.8723,347.95322,320.55179,1,1904.14307,93.74134,0,0,0,6.25674,1.49822,0.23946, 
39.86521,74.94253,77.75299,75.62669,63.01007,0.118,1237.71729,0.90809,0.27967,0.08997,14.48374,3.74819,128.67424,104.93193,4.63516,3.74008,138.90363,11.5376,1.96992,350.21991,322.78659,1,1915.69788,93.74231,0,0,0,6.32124,1.38298,0.21878, 
39.96125,75.40291,78.07631,75.94319,63.11438,0.1185,1237.95825,0.83981,0.26361,0.08452,13.87009,2.43411,128.26936,104.52703,3.28678,3.52173,139.11801,11.34946,2.05851,352.19977,324.75656,1,1925.92249,93.74353,0,0,0,6.32555,1.27292,0.20123, 
40.0544,75.85727,78.43406,76.29307,63.2039,0.11904,1236.07227,0.76755,0.2505,0.07444,13.30524,1.0498,127.85325,104.11089,2.10414,3.09804,139.27141,11.05554,2.14241,354.07996,326.62302,1,1935.85339,93.74505,0,0,0,6.19351,1.15686,0.18679, 
40.13732,76.6347,79.55932,77.38921,63.27332,0.12075,1231.93616,0.72208,0.23722,0.07307,12.87535,-0.20159,127.47514,103.73275,1.13498,2.97722,139.36766,10.71306,2.2112,355.70462,328.22055,1,1944.70459,93.74666,0,0,0,5.99978,1.06125,0.17688, 
40.23857,78.40621,81.19678,78.98407,63.34495,0.12324,1223.09045,0.70488,0.22828,0.07313,12.49373,-1.72418,126.99936,103.25694,0.72778,2.85974,139.45604,10.24176,2.30395,357.61374,330.10818,1,1955.52502,93.74891,0,0,0,5.7631,0.99544,0.17273, 
40.3148,79.22526,81.91758,79.68671,63.39923,0.12434,1213.72571,0.73401,0.23134,0.07054,12.33599,-2.84507,126.62641,102.88397,1.24731,2.77987,139.49652,9.90625,2.36954,358.996,331.47263,1,1963.67944,93.75082,0,0,0,5.76015,1.0157,0.17633, 
40.42327,79.69786,82.3597,80.11877,63.4862,0.12502,1197.50171,0.82521,0.24588,0.06817,12.30972,-4.37195,126.06831,102.32584,2.88324,2.65354,139.5121,9.54988,2.44572,360.89484,333.34927,1,1975.29626,93.75385,0,0,0,5.84199,1.12294,0.19222, 
